aX,aY,aZ,gX,gY,gZ
0.077,-0.41,0.94,-15.503,-1.343,-0.793
0.081,-0.408,0.928,-11.047,0.122,-0.061
0.084,-0.403,0.921,-10.315,-0.671,-0.61
0.08,-0.404,0.932,-12.756,-4.089,-3.296
0.074,-0.411,0.945,-13.367,-5.981,-4.272
0.07,-0.412,0.954,-10.925,-7.446,-3.296
0.064,-0.402,0.956,-8.85,-7.324,-2.747
0.058,-0.401,0.948,-5.554,-5.92,-1.953
0.058,-0.392,0.943,-5.371,-4.578,-1.099
0.06,-0.386,0.95,-5.31,-3.601,-1.221
0.052,-0.394,0.958,-4.517,-3.479,-1.648
0.05,-0.395,0.958,-2.991,-1.038,-0.427
0.051,-0.389,0.953,-2.136,-0.122,-0.122
0.047,-0.391,0.937,0.061,-0.122,0.732
0.056,-0.385,0.934,0.366,0,1.648
0.061,-0.384,0.934,0.366,-2.686,0.732
0.055,-0.391,0.925,0.549,-3.784,0.305
0.061,-0.385,0.922,-0.793,-0.183,0.854
0.064,-0.381,0.928,-1.343,2.136,0.183
0.058,-0.39,0.928,0,3.784,0
0.053,-0.391,0.921,1.221,3.784,0.916
0.053,-0.387,0.913,4.456,3.357,2.563
0.06,-0.382,0.896,4.639,4.517,3.418
0.066,-0.376,0.89,1.221,6.531,3.357
0.067,-0.375,0.892,-0.61,5.493,2.136
0.062,-0.381,0.893,-1.221,3.723,1.16
0.063,-0.381,0.898,-1.587,1.404,1.404
0.065,-0.378,0.907,-1.892,1.099,1.526
0.066,-0.378,0.908,-2.563,2.686,1.648
0.07,-0.375,0.912,-3.479,3.906,1.282
0.069,-0.378,0.918,-4.761,2.38,-0.549
0.067,-0.384,0.927,-4.822,0.183,-1.16
-0.198,-0.672,1.897,92.529,-80.078,-14.282
-0.22,-0.684,1.845,141.663,-22.888,17.395
-0.184,-0.616,1.645,162.964,-3.479,29.236
-0.148,-0.561,1.593,182.129,-14.648,29.053
-0.131,-0.486,1.815,183.411,-44.189,16.907
-0.205,-0.507,2.128,206.787,-133.911,-10.315
-0.562,-0.674,2.865,247.498,-167.48,-7.507
-0.714,-0.674,2.987,390.015,-112.61,67.444
-0.649,-0.243,2.344,459.106,-26.794,124.695
-0.469,0.101,1.74,522.522,140.747,199.585
-0.061,0.708,0.58,516.296,187.927,201.538
0.117,0.901,0.114,465.881,176.453,146.545
0.417,1.013,-0.565,430.481,121.643,103.027
0.546,0.969,-0.781,396.24,46.753,59.326
0.639,0.897,-0.976,347.778,-75.256,-1.038
0.577,0.761,-1.46,334.106,-88.44,-9.766
0.172,0.692,-2.175,289.673,23.56,29.724
-0.09,0.568,-2.467,219.604,162.781,80.505
-0.201,0.386,-2.549,35.522,374.451,169.373
0.095,-0.026,-2.201,-20.752,311.34,150.757
0.209,-0.274,-1.812,-82.397,-8.362,2.686
0.075,-0.774,-0.9,-102.112,-129.395,-64.392
-0.069,-0.965,-0.497,-115.967,-186.157,-103.76
-0.202,-1.176,-0.005,-107.3,-146.729,-82.825
-0.164,-1.197,0.055,-83.008,-18.677,-12.268
-0.006,-1.105,-0.059,-75.928,37.048,17.029
0.066,-1.015,-0.166,-65.857,77.393,39.124
0.13,-0.833,-0.381,-61.951,67.505,34.79
0.136,-0.764,-0.443,-69.58,32.715,18.127
0.136,-0.706,-0.447,-81.726,19.043,11.414
0.147,-0.702,-0.399,-108.887,1.953,2.808
0.179,-0.717,-0.281,-117.554,-5.981,-1.099
0.184,-0.725,-0.238,-124.39,-19.897,-6.348
0.19,-0.727,-0.192,-127.441,-21.057,-6.348
0.199,-0.72,-0.167,-141.479,-14.221,-4.822
0.228,-0.72,-0.065,-150.818,-12.512,-6.104
0.245,-0.727,0.004,-166.748,-24.109,-16.724
0.253,-0.761,0.163,-172.852,-36.194,-25.818
0.231,-0.791,0.253,-176.758,-49.194,-35.522
0.138,-0.852,0.399,-173.462,-62.378,-47.18
0.097,-0.865,0.439,-168.457,-54.443,-45.105
0.07,-0.867,0.458,-161.377,-16.052,-30.457
0.044,-0.851,0.446,-159.119,5.31,-21.973
0.055,-0.831,0.442,-158.997,32.41,-11.047
0.098,-0.789,0.488,-160.583,30.029,-11.414
0.114,-0.779,0.536,-160.522,-3.662,-20.752
0.082,-0.797,0.659,-157.959,-23.804,-25.818
0.061,-0.787,0.704,-141.663,-36.072,-26.855
0.04,-0.747,0.716,-133.85,-24.17,-21.301
0.039,-0.718,0.692,-125.61,18.921,-10.315
0.055,-0.673,0.651,-125.244,37.598,-6.47
0.073,-0.645,0.647,-128.357,34.546,-7.568
0.068,-0.627,0.731,-130.798,9.46,-14.587
0.044,-0.646,0.796,-130.127,-20.752,-22.278
0.006,-0.669,0.889,-118.164,-48.706,-24.902
0,-0.666,0.881,-110.291,-38.879,-19.775
-0.005,-0.658,0.843,-102.844,12.146,-5.005
0.017,-0.615,0.778,-104.309,34.912,1.587
0.031,-0.589,0.777,-109.192,16.968,-2.441
0.027,-0.547,0.868,-110.168,-19.653,-11.108
0.017,-0.533,0.934,-107.422,-73.547,-21.851
-0.019,-0.538,1.031,-102.295,-72.021,-23.804
-0.026,-0.54,1.037,-93.14,-30.273,-11.902
-0.04,-0.521,0.963,-89.416,-10.742,-7.019
-0.045,-0.507,0.929,-80.627,-10.925,-11.108
-0.063,-0.464,0.935,-79.346,-31.982,-15.503
-0.08,-0.443,0.99,-81.299,-76.233,-21.912
-0.109,-0.446,1.16,-82.703,-77.026,-20.691
-0.122,-0.464,1.227,-74.707,-36.133,-9.155
-0.117,-0.47,1.229,-63.965,-11.353,-1.953
-0.097,-0.452,1.167,-43.213,18.433,5.371
-0.069,-0.425,1.049,-38.757,21.79,4.272
-0.065,-0.421,1.021,-37.781,18.86,2.075
-0.062,-0.42,1.015,-37.842,4.272,-2.075
-0.057,-0.419,1.037,-35.889,-1.221,-2.991
-0.056,-0.418,1.045,-28.442,1.282,0.183
-0.045,-0.401,1.024,-23.743,7.141,2.563
-0.037,-0.383,1.007,-19.592,9.827,4.578
-0.032,-0.354,1.012,-20.264,4.944,2.808
-0.036,-0.358,1.039,-21.301,-1.221,-0.793
-0.045,-0.371,1.085,-18.127,-0.977,-0.61
-0.043,-0.369,1.08,-8.179,3.906,2.502
-0.043,-0.362,1.037,-4.944,7.141,3.418
-0.044,-0.364,1.02,-2.93,8.85,3.967
-0.035,-0.366,0.993,0.793,6.836,4.395
-0.037,-0.37,0.979,2.014,4.578,3.784
-0.038,-0.373,0.964,3.174,2.808,4.333
-0.023,-0.355,0.924,3.235,3.662,4.578
-0.021,-0.352,0.914,-0.916,3.296,1.648
-0.033,-0.363,0.916,-2.197,2.075,0.916
-0.033,-0.36,0.912,-1.099,3.662,2.319
-0.023,-0.341,0.899,-0.183,3.601,1.77
-0.025,-0.342,0.892,-1.038,-1.709,-1.099
-0.04,-0.35,0.903,-2.502,-2.075,-0.916
-0.042,-0.35,0.909,-2.197,3.113,1.404
-0.029,-0.336,0.902,-1.953,4.883,1.648
-0.033,-0.336,0.903,-6.104,3.174,-0.732
-0.05,-0.346,0.938,-8.057,0.549,-1.77
-0.054,-0.354,0.961,-8.118,-2.136,-2.014
-0.056,-0.359,0.976,-4.272,-3.967,-0.122
-0.05,-0.358,0.974,-2.502,-2.319,1.16
-0.046,-0.358,0.968,-1.038,1.221,1.587
-0.041,-0.367,0.952,-0.793,0.916,1.77
-0.034,-0.37,0.944,-0.793,2.502,3.723
-0.019,-0.36,0.917,-0.244,4.7,4.517
-0.021,-0.35,0.901,0.671,0.854,3.296
-0.035,-0.339,0.893,-0.549,-2.93,1.953
-0.038,-0.34,0.907,-3.662,-4.761,0.61
-0.034,-0.342,0.938,-4.639,-3.967,0.061
-0.036,-0.341,0.948,-4.272,-2.136,-0.549
-0.045,-0.337,0.944,-3.357,-1.038,-0.305
-0.048,-0.336,0.939,-2.38,0.977,0.305
-0.043,-0.333,0.932,-2.441,1.038,0.244
-0.039,-0.333,0.937,-3.235,0.916,-0.122
-0.042,-0.339,0.946,-4.7,0.122,-0.61
-0.042,-0.347,0.955,-4.028,-0.061,-0.122
-0.04,-0.348,0.953,-2.38,0.549,0.61
-0.043,-0.351,0.95,-2.197,0.671,0.977
-0.039,-0.348,0.949,-1.892,0.244,1.404
-0.173,-0.524,1.927,123.108,-37.109,9.949
-0.192,-0.562,1.947,153.442,-38.696,13.123
-0.199,-0.565,1.957,163.452,-34.485,17.029
-0.206,-0.563,1.992,177.979,-29.419,24.292
-0.195,-0.501,2.009,191.589,-32.471,28.198
-0.195,-0.477,1.935,223.083,-20.386,37.537
-0.142,-0.389,1.583,239.929,-2.014,45.593
-0.078,-0.307,1.364,270.874,19.226,53.894
0.037,-0.14,0.905,282.837,21.362,52.307
0.08,-0.059,0.694,288.94,22.888,47.241
0.125,0.036,0.411,281.982,19.592,41.87
0.117,0.022,0.354,264.221,-0.061,26.672
0.067,-0.043,0.263,259.338,-8.789,21.729
0.035,-0.094,0.238,254.517,-11.414,19.775
-0.021,-0.219,0.063,253.479,0.61,21.667
0.004,-0.246,-0.112,254.395,21.24,27.039
0.165,-0.306,-0.506,245.361,17.7,24.048
0.228,-0.357,-0.714,232.788,1.221,15.869
0.178,-0.412,-1.241,214.722,-12.085,7.568
0.077,-0.363,-1.59,208.374,30.945,20.386
-0.023,-0.31,-1.902,144.165,196.167,65.247
-0.034,-0.39,-1.874,78.979,237.122,73.975
0.013,-0.517,-1.529,-26.123,91.37,28.381
-0.072,-0.77,-0.698,-51.514,-22.156,-6.226
-0.152,-0.88,-0.312,-74.951,-95.337,-28.503
-0.167,-1.021,0.156,-72.51,-68.787,-17.639
-0.104,-1.055,0.216,-56.519,-5.249,7.996
0.027,-1.053,0.123,-49.255,10.559,13.855
0.054,-1.024,0.022,-40.039,13.306,14.465
0.062,-0.937,-0.194,-40.161,11.658,13.489
0.067,-0.894,-0.271,-52.124,9.216,12.024
0.095,-0.832,-0.307,-62.622,5.554,10.62
0.108,-0.825,-0.272,-74.219,1.099,8.545
0.123,-0.825,-0.214,-93.689,-7.141,5.249
0.14,-0.833,-0.083,-98.816,-9.644,4.456
0.143,-0.834,-0.03,-101.685,-5.188,5.554
0.145,-0.834,0.045,-101.44,1.77,7.202
0.142,-0.832,0.074,-99.854,15.198,10.437
0.131,-0.811,0.071,-101.257,19.409,10.742
0.122,-0.801,0.073,-112.671,26.001,9.094
0.12,-0.788,0.141,-120.361,26.062,7.568
0.111,-0.799,0.205,-129.395,9.521,2.258
0.074,-0.832,0.326,-125.854,-3.601,1.099
0.061,-0.836,0.37,-110.901,-25.94,4.15
0.066,-0.806,0.379,-102.112,-31.25,6.226
0.084,-0.769,0.352,-104.858,-20.569,11.353
0.115,-0.71,0.387,-117.004,-6.287,11.719
0.126,-0.715,0.463,-129.333,5.737,10.01
0.128,-0.735,0.54,-135.62,1.221,5.981
0.118,-0.746,0.632,-126.892,-12.329,4.211
0.102,-0.757,0.652,-103.516,-46.57,0.977
0.058,-0.712,0.65,-91.248,-58.044,1.77
0.058,-0.672,0.617,-83.13,-37.598,0.977
0.075,-0.641,0.613,-93.872,-11.597,0.366
0.071,-0.656,0.656,-114.868,24.475,2.991
0.062,-0.674,0.715,-112.854,24.597,6.226
0.059,-0.669,0.713,-103.943,14.282,8.728
0.056,-0.622,0.697,-78.796,-23.56,10.193
0.083,-0.564,0.693,-69.824,-38.452,9.033
0.096,-0.535,0.709,-89.294,-31.25,2.869
0.083,-0.563,0.833,-106.995,-14.282,2.991
0.083,-0.578,0.905,-116.333,9.521,8.972
0.093,-0.586,0.967,-107.727,11.414,11.353
0.095,-0.586,0.973,-88.196,7.629,12.695
0.101,-0.581,1.002,-80.322,-0.244,11.292
0.097,-0.571,0.994,-72.693,-17.578,6.775
0.096,-0.555,0.99,-76.111,-17.639,3.357
0.097,-0.566,1.025,-85.754,-10.437,-0.305
0.112,-0.559,1.046,-83.374,-10.071,-0.244
0.112,-0.549,1.038,-75.806,-2.319,0.916
0.109,-0.536,1.031,-71.289,2.38,2.502
0.112,-0.525,1.026,-59.937,-5.615,2.38
0.12,-0.488,1.038,-55.908,-16.235,-0.305
0.112,-0.479,1.064,-56.396,-27.893,-8.484
0.085,-0.489,1.144,-57.19,-25.696,-10.742
0.073,-0.496,1.187,-49.927,-14.526,-9.277
0.055,-0.506,1.227,-40.649,-9.338,-6.226
0.051,-0.499,1.205,-30.273,-5.371,-2.625
0.038,-0.488,1.142,-17.395,-2.075,1.953
0.035,-0.487,1.115,-13.794,-3.723,2.38
0.034,-0.484,1.092,-9.277,-7.446,1.709
0.033,-0.478,1.046,-7.324,-5.31,2.319
0.037,-0.47,1.014,-0.977,1.404,6.348
0.053,-0.435,0.941,1.648,3.54,7.812
0.067,-0.415,0.909,1.282,4.15,5.737
0.08,-0.398,0.89,-2.258,3.845,2.686
0.074,-0.404,0.902,-5.005,-0.977,-2.075
0.06,-0.416,0.913,-3.174,-3.113,-2.319
0.056,-0.417,0.911,-0.183,-0.061,0.183
0.054,-0.412,0.899,1.404,1.892,1.16
0.057,-0.409,0.889,2.441,2.686,1.465
0.062,-0.402,0.887,-0.122,1.099,-0.427
0.056,-0.41,0.904,-3.174,-1.831,-3.113
0.045,-0.426,0.922,-4.639,-7.019,-5.249
0.039,-0.444,0.932,-2.747,-5.981,-3.357
0.04,-0.442,0.926,1.587,-1.831,0.183
0.048,-0.428,0.908,2.502,-0.122,0.61
0.051,-0.428,0.901,0.427,3.845,0.183
0.052,-0.432,0.906,-0.366,3.54,-0.122
0.049,-0.432,0.902,1.709,-2.502,-0.427
0.05,-0.422,0.885,1.831,-3.357,0.061
0.053,-0.414,0.884,-1.404,1.77,0
0.043,-0.415,0.899,-2.869,4.456,-0.366
0.039,-0.417,0.906,-3.845,8.606,1.038
0.039,-0.419,0.912,-3.174,9.033,2.014
0.045,-0.418,0.908,-1.343,6.958,2.38
0.056,-0.417,0.891,1.892,-0.854,1.831
0.06,-0.416,0.887,1.038,-2.197,1.526
0.064,-0.416,0.891,-2.625,0.366,1.77
0.068,-0.419,0.893,-2.686,1.953,2.014
0.07,-0.417,0.887,-2.502,4.395,2.136
0.074,-0.41,0.893,-2.93,3.845,1.282
0.071,-0.414,0.901,-1.099,-0.916,-1.038
0.064,-0.424,0.902,-0.305,-2.136,-1.221
0.065,-0.422,0.904,-1.465,-0.732,-0.61
0.061,-0.423,0.907,-2.319,-0.549,-0.671
0.058,-0.424,0.907,-3.174,-0.61,0
0.06,-0.415,0.911,-3.418,0.793,0.183
0.063,-0.415,0.913,-3.418,2.38,-0.244
-0.153,-0.639,1.911,122.07,-48.401,-15.198
-0.207,-0.681,2.054,142.395,-46.814,-14.282
-0.216,-0.655,2.181,171.02,-46.326,-6.653
-0.166,-0.575,2.031,218.384,-3.845,3.967
-0.062,-0.448,1.604,219.666,38.574,4.395
-0.036,-0.412,1.408,225.525,83.313,1.953
0.041,-0.269,1.04,242.737,65.43,5.31
0.125,-0.143,0.835,281.921,-14.648,3.418
0.172,-0.01,0.512,286.255,-47.607,-2.563
0.167,0.015,0.433,273.132,-62.561,1.953
0.185,0.054,0.328,266.541,-50.964,8.667
0.171,0.042,0.245,253.601,-25.269,10.132
0.071,-0.103,0.1,244.202,-17.456,8.85
0.025,-0.189,0.032,234.985,-13.977,9.888
-0.032,-0.345,-0.147,220.886,-11.23,14.587
-0.039,-0.399,-0.301,215.759,-7.751,16.724
-0.031,-0.422,-0.546,204.651,16.296,26.123
-0.034,-0.41,-1.248,189.819,51.819,36.133
-0.055,-0.402,-1.588,133.362,175.964,69.336
-0.037,-0.408,-2.02,96.558,228.271,79.834
0.001,-0.444,-2.01,22.583,150.818,46.326
0.001,-0.596,-1.409,-12.695,39.185,13.55
-0.048,-0.688,-0.936,-71.777,-93.384,-26.184
-0.17,-0.872,-0.137,-88.318,-80.505,-26.001
-0.176,-0.961,0.118,-90.027,7.019,-0.977
-0.071,-1.058,0.3,-77.271,30.884,10.01
-0.027,-1.063,0.252,-50.232,23.193,13.123
0.002,-1.02,0.095,-44.922,14.954,11.475
0.006,-0.992,0.027,-47.791,14.16,11.047
0.018,-0.937,-0.077,-51.636,20.142,12.451
0.038,-0.909,-0.108,-62.5,31.25,15.991
0.085,-0.878,-0.106,-67.81,29.419,16.296
0.106,-0.867,-0.093,-71.716,23.743,15.93
0.128,-0.85,-0.085,-79.468,14.404,15.076
0.158,-0.819,-0.054,-85.754,13.184,13.977
0.164,-0.814,-0.025,-97.595,9.46,9.827
0.151,-0.814,0.033,-101.562,7.812,7.812
0.144,-0.811,0.076,-108.337,2.625,4.517
0.106,-0.831,0.166,-108.337,-3.784,2.319
0.087,-0.831,0.197,-103.455,-10.376,2.93
0.09,-0.772,0.215,-102.417,-6.409,4.517
0.094,-0.743,0.223,-116.76,15.625,3.784
0.078,-0.739,0.304,-127.747,25.085,1.953
0.072,-0.753,0.353,-137.207,23.56,-1.16
0.055,-0.776,0.457,-136.963,13.55,1.099
0.049,-0.767,0.493,-131.348,1.526,4.761
0.051,-0.748,0.514,-111.45,-9.094,9.766
0.079,-0.683,0.535,-108.337,-3.54,12.268
0.092,-0.652,0.557,-117.065,15.076,12.634
0.109,-0.644,0.622,-121.887,19.287,9.521
0.103,-0.652,0.694,-131.714,2.563,7.629
0.038,-0.703,0.836,-123.291,-7.446,6.836
0.018,-0.72,0.864,-86.304,-6.714,13.184
0.046,-0.667,0.784,-69.153,0.854,18.982
0.095,-0.602,0.7,-72.021,27.039,22.156
0.144,-0.562,0.709,-94.055,37.903,18.433
0.144,-0.578,0.794,-123.657,18.372,10.315
0.12,-0.622,0.934,-121.094,-8.85,6.653
0.099,-0.635,0.982,-111.511,-34.668,5.615
0.087,-0.623,1.023,-87.524,-46.997,14.282
0.114,-0.591,0.986,-76.294,-32.41,18.921
0.136,-0.562,0.929,-74.646,13.489,20.02
0.143,-0.558,0.889,-82.214,28.564,19.897
0.157,-0.556,0.891,-84.839,15.564,18.127
0.169,-0.555,0.934,-81.055,-3.784,15.93
0.168,-0.548,0.952,-69.031,-26.184,16.968
0.168,-0.497,0.932,-61.768,-24.109,17.334
0.167,-0.469,0.898,-56.763,-8.24,15.32
0.196,-0.423,0.871,-60.852,-3.357,13.062
0.203,-0.419,0.897,-74.402,-7.69,4.395
0.179,-0.435,1.018,-77.82,-14.893,0.671
0.167,-0.44,1.091,-77.087,-23.499,-1.77
0.141,-0.452,1.162,-63.904,-34.729,-3.723
0.134,-0.446,1.158,-56.519,-31.128,-2.502
0.131,-0.438,1.149,-51.88,-8.667,-0.305
0.114,-0.446,1.15,-52.429,1.16,-0.122
0.106,-0.455,1.16,-45.898,-1.648,-1.343
0.083,-0.458,1.165,-37.415,-11.719,-3.052
0.074,-0.451,1.166,-23.437,-24.963,-2.747
0.073,-0.437,1.149,-18.921,-23.499,-0.671
0.079,-0.429,1.123,-11.963,-8.484,3.54
0.084,-0.422,1.061,-10.071,0.366,5.066
0.085,-0.417,1.03,-4.15,7.507,7.507
0.085,-0.398,0.955,-0.61,5.127,7.996
0.089,-0.381,0.929,1.831,-0.793,7.812
0.098,-0.357,0.914,1.099,-1.404,6.409
0.101,-0.353,0.915,0.549,-0.61,5.066
0.109,-0.347,0.916,0.366,0.427,2.869
0.112,-0.35,0.915,-0.061,-0.305,1.282
0.108,-0.354,0.913,-1.221,-1.892,-0.732
0.097,-0.362,0.912,-1.831,-2.808,-1.099
0.093,-0.368,0.91,-2.441,-4.15,-0.977
0.092,-0.369,0.912,-3.052,-3.113,-0.732
0.09,-0.371,0.916,-3.113,0.061,-0.61
0.097,-0.366,0.914,-2.869,0.366,-0.122
0.1,-0.363,0.916,-5.066,-1.526,-1.343
0.088,-0.376,0.932,-5.676,-1.831,-1.892
0.091,-0.375,0.938,-4.517,-0.61,-1.038
0.091,-0.375,0.952,-3.54,-1.709,-1.892
0.082,-0.383,0.955,-2.319,-3.113,-2.502
0.084,-0.372,0.946,-0.488,0,0.427
0.086,-0.363,0.94,-0.61,2.808,1.465
0.081,-0.366,0.938,-0.977,2.197,0.427
0.078,-0.378,0.94,-0.732,1.221,0.916
0.084,-0.373,0.938,0.244,3.113,2.502
0.089,-0.365,0.92,0.61,3.174,2.197
0.087,-0.366,0.916,-0.488,2.563,2.197
0.098,-0.353,0.924,-0.916,3.784,2.258
0.104,-0.355,0.927,-0.732,4.089,0.366
0.1,-0.363,0.925,-0.732,2.441,-0.244
0.098,-0.361,0.925,-0.977,0.916,-0.549
0.094,-0.363,0.928,-1.465,0.427,-1.16
0.089,-0.371,0.928,-0.916,0.916,-0.671
0.091,-0.369,0.924,-0.183,1.038,1.282
0.097,-0.36,0.91,-0.366,0.366,1.648
0.098,-0.357,0.904,-2.441,-0.61,1.099
0.101,-0.352,0.896,-4.089,-0.977,0.549
0.103,-0.349,0.897,-7.69,0.61,-0.488
0.105,-0.351,0.923,-8.24,2.38,-1.099
