aX,aY,aZ,gX,gY,gZ
1.693,0.381,-1.12,0.916,-56.824,27.71
1.689,0.449,-1.45,7.263,-118.896,7.08
1.556,0.644,-2.183,7.385,-169.678,-6.531
1.538,0.723,-2.559,-19.775,-290.283,-25.208
1.512,0.939,-3.177,-37.354,-353.455,-21.851
1.316,1.163,-3.313,-81.787,-523.865,-13.428
0.538,1.654,-3.021,-86.853,-627.686,-26.672
0.001,1.732,-2.518,2.197,-782.471,-103.394
-1.418,1.13,-0.664,67.932,-770.386,-138.916
-2.657,0.229,0.43,138.367,-547.913,-102.539
-4,-1.688,1.842,179.138,-413.147,-1.831
-4,-1.929,2.342,234.619,-363.098,-4.639
-3.894,-2.437,3.215,193.359,-343.384,-170.288
-3.377,-3.057,3.354,3.235,-255.31,-211.792
-1.025,-2.671,3.554,-108.521,-201.721,-86.548
-0.479,-1.648,3.326,-107.788,41.138,76.05
-1.064,-0.088,1.939,-36.865,171.631,75.073
-1.304,0.182,1.204,-55.054,254.639,67.627
-1.219,0.203,0.427,-96.68,217.224,69.885
-1.059,0.123,0.404,-75.623,114.807,42.48
-0.759,-0.021,0.705,-45.776,87.219,29.48
-0.635,-0.007,0.865,-28.992,82.764,30.273
-0.562,0.059,0.976,-34.912,120.666,50.72
-0.499,0.171,1.047,-43.396,145.203,51.758
-0.436,0.141,1.043,-53.345,178.528,37.903
-0.207,0.005,0.982,-54.016,188.354,29.419
-0.086,-0.069,0.947,-44.067,198.669,12.512
0.138,-0.167,0.913,-32.837,199.585,6.836
0.208,-0.161,0.906,-5.737,198.547,11.108
0.222,-0.124,0.965,3.296,197.205,13.245
0.27,-0.104,0.996,10.193,196.472,2.808
0.447,-0.171,0.934,11.902,197.51,-3.235
0.503,-0.238,0.846,12.695,200.989,-5.981
0.544,-0.264,0.641,18.25,211.182,-0.244
0.538,-0.223,0.587,20.996,212.83,6.531
0.605,-0.073,0.541,5.249,198.853,20.813
0.672,-0.011,0.501,-12.817,187.012,25.024
0.734,0.011,0.445,-40.344,167.053,19.043
0.846,0.001,0.321,-40.894,162.659,11.841
0.879,0.008,0.273,-10.01,155.823,2.319
0.829,0.047,0.213,2.93,147.461,1.282
0.812,0.071,0.197,0.854,123.108,3.113
0.849,0.138,0.196,-6.104,110.107,4.944
0.89,0.156,0.233,-14.709,94.91,8.423
0.961,0.178,0.282,-14.709,97.473,11.78
0.962,0.171,0.3,-15.381,103.699,15.808
0.955,0.163,0.312,-19.348,112.732,23.193
0.939,0.173,0.271,-21.118,113.098,23.682
0.931,0.162,0.246,-19.775,104.187,11.047
0.919,0.09,0.213,-12.451,96.313,1.77
0.928,0.059,0.208,12.695,83.191,-7.08
0.925,0.04,0.222,21.606,80.444,-7.812
0.924,0.027,0.237,22.949,80.627,-4.761
0.935,0.02,0.253,19.043,82.458,0.854
0.945,0.047,0.241,14.832,83.557,8.423
0.958,0.096,0.219,2.808,75.012,16.663
0.979,0.141,0.176,-4.944,64.758,11.841
0.984,0.128,0.16,-2.991,43.335,-5.554
0.996,0.097,0.175,5.737,35.889,-12.573
1,0.076,0.204,14.587,28.809,-19.775
1.005,0.031,0.242,16.235,28.625,-20.142
1.001,0.014,0.236,15.869,29.663,-19.226
0.999,-0.016,0.219,11.414,28.076,-18.188
0.999,-0.03,0.218,-0.61,24.414,-15.137
1,-0.062,0.231,-3.906,23.804,-12.024
1.001,-0.056,0.232,-4.639,24.292,-7.996
0.996,-0.047,0.225,-2.258,25.269,-3.967
0.993,-0.038,0.225,1.709,25.208,-4.211
0.991,-0.032,0.228,9.155,27.161,-5.005
0.978,-0.029,0.195,8.118,27.954,-5.737
0.979,-0.034,0.173,2.136,22.827,-6.592
0.993,-0.038,0.167,1.892,18.677,-6.409
0.997,-0.039,0.168,4.517,15.015,-4.456
1.007,-0.04,0.166,4.517,14.587,-2.686
1.009,-0.036,0.16,1.404,12.817,0.183
1.003,-0.029,0.139,-0.549,10.62,-0.183
0.994,-0.026,0.136,-1.404,5.615,-1.831
0.99,-0.025,0.161,-0.366,3.723,-1.77
0.99,-0.018,0.175,1.404,3.113,-1.77
0.98,-0.015,0.163,2.93,5.188,-3.174
0.977,-0.022,0.16,2.075,5.066,-3.967
0.98,-0.029,0.174,0.427,1.831,-2.686
0.966,-0.025,0.188,-0.122,2.319,-1.221
0.947,-0.018,0.159,0.732,6.287,-1.099
0.922,-0.013,0.101,1.831,4.517,-2.136
0.933,-0.015,0.126,1.343,-7.935,-2.869
0.982,-0.031,0.208,-0.793,-11.475,-1.892
1.002,-0.044,0.229,-3.784,-11.353,-0.427
1.032,-0.066,0.278,-3.296,-12.329,-0.793
1.043,-0.074,0.33,0.977,-10.315,-1.282
1.051,-0.073,0.372,3.479,-2.38,-0.732
1.046,-0.074,0.335,5.859,14.893,0.305
1.021,-0.061,0.228,6.348,17.456,0.244
1.005,-0.051,0.189,5.493,15.747,-0.488
0.993,-0.044,0.161,1.831,5.981,-2.93
0.98,-0.043,0.163,-0.305,0,-3.357
0.985,-0.043,0.204,-2.319,-5.798,-0.854
0.993,-0.04,0.272,-2.258,-2.563,1.038
0.991,-0.043,0.276,0.366,12.329,4.028
0.985,-0.042,0.237,2.686,19.958,5.737
0.981,-0.034,0.203,4.211,25.757,7.812
0.979,-0.013,0.137,3.174,23.132,6.165
0.976,-0.011,0.12,-0.061,11.23,-1.831
0.971,-0.025,0.106,-1.343,3.418,-5.432
0.965,-0.033,0.115,-5.127,-10.132,-7.751
0.959,-0.045,0.179,-6.348,-12.756,-6.897
0.959,-0.042,0.21,-3.418,-5.493,-3.479
0.969,-0.039,0.207,-1.953,0.488,-1.892
0.975,-0.043,0.188,-1.709,5.554,0.061
0.982,-0.043,0.166,-1.587,4.7,0.793
0.987,-0.038,0.17,-3.235,0.427,1.648
0.987,-0.033,0.185,-3.967,-1.038,1.221
0.984,-0.031,0.189,-3.357,-1.282,0.183
0.977,-0.029,0.181,-1.16,0.671,-2.38
0.982,-0.032,0.178,-0.977,1.648,-3.113
0.992,-0.04,0.183,-2.258,1.038,-3.357
0.993,-0.044,0.186,-3.357,0.671,-3.113
0.99,-0.046,0.184,-4.822,0.244,-2.625
0.98,-0.047,0.176,-4.822,-0.122,-2.563
1.325,0.454,-1.142,-15.686,-133.179,48.767
1.393,0.483,-1.325,-6.104,-180.237,26.123
1.4,0.494,-1.839,13.916,-199.036,2.502
1.316,0.48,-2.22,16.052,-282.349,-27.283
1.005,0.596,-2.767,-24.048,-361.145,-15.747
0.844,0.815,-2.847,-109.436,-553.65,36.621
0.384,1.245,-2.571,-121.887,-639.648,31.25
0.033,1.262,-2.098,-61.035,-730.53,-49.805
-0.986,0.755,-0.781,5.127,-710.388,-82.214
-2.095,0.419,-0.06,143.86,-580.261,-101.685
-4,-0.266,1.366,177.979,-510.986,-99.731
-4,-0.496,1.882,74.097,-441.956,-58.472
-3.984,-1.41,3.183,-71.35,-459.9,-61.707
-3.574,-2.036,3.947,-60.242,-380.371,-180.298
-0.317,-2.632,4,78.613,-260.071,-191.833
0.727,-2.539,3.721,49.072,96.924,-7.751
-0.772,-0.922,1.873,15.198,266.052,89.355
-1.696,0.125,1.11,0.671,314.636,170.471
-1.483,1.006,0.415,-33.936,247.009,143.738
-1.084,0.786,0.4,-73.853,179.321,102.417
-0.821,0.342,0.626,-99.06,97.351,54.871
-0.807,0.323,0.722,-55.115,80.688,34.18
-0.776,0.326,0.811,52.673,80.2,-14.099
-0.586,0.241,0.939,62.256,91.248,-22.095
-0.5,0.156,0.937,6.165,120.056,-7.751
-0.443,-0.107,0.958,-17.273,131.653,0.732
-0.361,-0.219,1.003,-27.161,147.644,21.423
-0.141,-0.207,1.03,-19.043,157.104,34.973
-0.082,-0.129,1.024,2.747,172.241,49.5
0.05,-0.007,1,15.137,173.767,46.997
0.129,0,0.97,36.438,170.593,24.658
0.253,-0.019,0.913,40.588,169.922,9.033
0.296,-0.07,0.913,40.344,171.509,-3.906
0.372,-0.193,0.891,14.526,181.702,-4.456
0.392,-0.219,0.838,-0.061,189.514,4.822
0.405,-0.214,0.77,-9.888,194.885,16.479
0.528,-0.176,0.624,-3.845,188.66,14.587
0.61,-0.144,0.574,16.846,172.18,10.742
0.741,-0.029,0.509,19.775,167.664,12.451
0.772,0.028,0.47,7.812,169.434,16.907
0.773,0.078,0.419,-4.822,170.288,15.198
0.779,0.076,0.394,-28.076,161.987,7.08
0.807,0.074,0.323,-30.762,153.503,2.441
0.835,0.061,0.323,-28.687,141.418,-2.869
0.882,0.055,0.33,-18.311,116.394,-10.315
0.924,0.079,0.346,-15.015,111.755,-7.69
0.961,0.124,0.334,-22.278,110.352,3.357
0.936,0.109,0.323,-25.696,106.384,5.981
0.912,0.094,0.319,-25.33,96.924,5.371
0.914,0.1,0.304,-22.583,92.834,2.319
0.924,0.084,0.294,-17.761,84.656,-9.705
0.956,0.011,0.304,-18.127,79.407,-13.672
0.97,-0.018,0.315,-17.517,75.439,-9.949
0.965,-0.044,0.348,-15.32,77.393,-4.395
0.96,-0.042,0.359,-14.404,84.717,11.292
0.94,-0.012,0.32,-15.015,88.013,18.921
0.929,0.022,0.285,-13.794,89.233,23.315
0.921,0.068,0.258,-9.216,85.144,16.357
0.911,0.094,0.235,-7.812,80.2,6.409
0.914,0.079,0.215,-2.441,67.505,-5.066
0.936,0.058,0.222,0.671,62.5,-5.066
0.958,0.069,0.237,3.174,59.937,0.793
0.994,0.094,0.228,-0.183,61.646,6.042
0.989,0.1,0.201,-10.071,62.256,10.254
0.96,0.128,0.128,-11.658,58.533,7.263
0.95,0.137,0.096,-10.62,52.002,0.732
0.951,0.13,0.064,-6.226,34.912,-14.404
0.967,0.08,0.026,-5.798,25.879,-17.09
0.963,0.041,0.067,-9.216,12.573,-11.414
0.957,0.036,0.091,-8.789,9.766,-6.531
0.957,0.037,0.107,-4.028,8.911,0.854
0.973,0.051,0.126,-4.028,7.385,2.808
0.983,0.053,0.142,-9.277,-0.183,2.869
1.001,0.055,0.189,-10.315,-2.991,1.099
1.005,0.049,0.206,-4.272,-1.343,-4.211
1.006,0.037,0.206,-0.061,0.488,-6.165
1.004,0.029,0.199,1.282,0.549,-7.019
1.001,0.017,0.191,-1.343,-1.404,-5.737
0.998,0.013,0.194,-6.042,-7.141,-2.869
1.004,0.015,0.235,-5.432,-9.338,-2.258
1.011,0.017,0.265,-3.906,-9.705,-2.197
1.018,0.017,0.295,-1.831,-3.296,-2.93
1.016,0.015,0.289,-1.038,1.404,-4.028
1.008,0.005,0.267,1.404,7.568,-7.446
0.983,-0.011,0.215,2.502,7.629,-7.751
0.969,-0.012,0.197,0.916,3.54,-3.54
0.958,-0.005,0.188,-0.854,0.366,-1.038
0.963,0.004,0.21,-2.075,-6.104,1.099
0.971,0.023,0.257,-1.77,-7.019,0.977
0.968,0.025,0.265,0.244,-1.038,-1.038
0.965,0.016,0.235,0.916,2.747,-1.77
0.96,0.008,0.206,-0.854,3.357,-0.61
0.95,0.008,0.179,-1.648,0.122,0.244
0.957,0.011,0.201,-3.235,-9.399,1.526
0.975,0.015,0.252,-4.456,-12.085,1.892
0.982,0.012,0.271,-2.808,-11.292,0.854
0.999,0.015,0.302,-0.793,-9.216,-0.427
1.002,0.015,0.303,0.427,-6.47,-1.587
1.001,0.014,0.299,-0.488,-1.709,-2.869
1.006,-0.002,0.298,-2.014,-0.427,-2.991
1.004,-0.007,0.294,-1.343,3.479,-2.625
0.993,-0.006,0.262,0.061,5.432,-2.808
0.984,-0.007,0.243,1.404,5.066,-3.662
0.97,-0.004,0.219,1.648,3.784,-3.479
0.964,0,0.212,0.977,2.93,-1.404
0.953,0.007,0.197,0.122,2.625,-0.427
0.953,0.011,0.198,-1.282,0.488,0.305
0.959,0.016,0.204,-1.77,-0.183,0.366
0.963,0.012,0.207,-2.441,-1.831,0.854
0.974,0.007,0.222,-2.625,-3.174,1.16
0.978,0.007,0.234,-2.38,-3.906,1.404
0.981,0.006,0.241,-1.099,-3.54,1.648
0.99,0.001,0.246,0.183,-3.113,1.648
0.992,-0.001,0.244,2.625,-1.343,2.441
0.991,-0.009,0.232,3.052,-0.549,3.479
0.992,-0.007,0.23,3.357,-0.793,5.737
0.989,0.004,0.235,2.991,-1.099,6.47
0.989,0.01,0.237,2.197,-1.465,6.409
0.984,0.014,0.237,3.235,-0.977,5.737
